id,name,base_name,height_meter,weight_kg,hp,attack,defense,special_attack,special_defense,speed,type_1,type_2,is_legendary,is_mythical
35,clefairy,clefairy,0.6,7.5,70,45,48,60,65,35,fairy,,False,False
36,clefable,clefable,1.3,40.0,95,70,73,95,90,60,fairy,,False,False
37,vulpix,vulpix,0.6,9.9,38,41,40,50,65,65,fire,,False,False
38,ninetales,ninetales,1.1,19.9,73,76,75,81,100,100,fire,,False,False
39,jigglypuff,jigglypuff,0.5,5.5,115,45,20,45,25,20,normal,fairy,False,False
40,wigglytuff,wigglytuff,1.0,12.0,140,70,45,85,50,45,normal,fairy,False,False
41,zubat,zubat,0.8,7.5,40,45,35,30,40,55,poison,flying,False,False
42,golbat,golbat,1.6,55.0,75,80,70,65,75,90,poison,flying,False,False
43,oddish,oddish,0.5,5.4,45,50,55,75,65,30,grass,poison,False,False
44,gloom,gloom,0.8,8.6,60,65,70,85,75,40,grass,poison,False,False
45,vileplume,vileplume,1.2,18.6,75,80,85,110,90,50,grass,poison,False,False
46,paras,paras,0.3,5.4,35,70,55,45,55,25,bug,grass,False,False
47,parasect,parasect,1.0,29.5,60,95,80,60,80,30,bug,grass,False,False
48,venonat,venonat,1.0,30.0,60,55,50,40,55,45,bug,poison,False,False
49,venomoth,venomoth,1.5,12.5,70,65,60,90,75,90,bug,poison,False,False
50,diglett,diglett,0.2,0.8,10,55,25,35,45,95,ground,,False,False
51,dugtrio,dugtrio,0.7,33.3,35,100,50,50,70,120,ground,,False,False
52,meowth,meowth,0.4,4.2,40,45,35,40,40,90,normal,,False,False
53,persian,persian,1.0,32.0,65,70,60,65,65,115,normal,,False,False
54,psyduck,psyduck,0.8,19.6,50,52,48,65,50,55,water,,False,False
55,golduck,golduck,1.7,76.6,80,82,78,95,80,85,water,,False,False
56,mankey,mankey,0.5,28.0,40,80,35,35,45,70,fighting,,False,False
57,primeape,primeape,1.0,32.0,65,105,60,60,70,95,fighting,,False,False
58,growlithe,growlithe,0.7,19.0,55,70,45,70,50,60,fire,,False,False
59,arcanine,arcanine,1.9,155.0,90,110,80,100,80,95,fire,,False,False
60,poliwag,poliwag,0.6,12.4,40,50,40,40,40,90,water,,False,False
61,poliwhirl,poliwhirl,1.0,20.0,65,65,65,50,50,90,water,,False,False
62,poliwrath,poliwrath,1.3,54.0,90,95,95,70,90,70,water,fighting,False,False
63,abra,abra,0.9,19.5,25,20,15,105,55,90,psychic,,False,False
64,kadabra,kadabra,1.3,56.5,40,35,30,120,70,105,psychic,,False,False
65,alakazam,alakazam,1.5,48.0,55,50,45,135,95,120,psychic,,False,False
66,machop,machop,0.8,19.5,70,80,50,35,35,35,fighting,,False,False
67,machoke,machoke,1.5,70.5,80,100,70,50,60,45,fighting,,False,False
68,machamp,machamp,1.6,130.0,90,130,80,65,85,55,fighting,,False,False
69,bellsprout,bellsprout,0.7,4.0,50,75,35,70,30,40,grass,poison,False,False
70,weepinbell,weepinbell,1.0,6.4,65,90,50,85,45,55,grass,poison,False,False
71,victreebel,victreebel,1.7,15.5,80,105,65,100,70,70,grass,poison,False,False
72,tentacool,tentacool,0.9,45.5,40,40,35,50,100,70,water,poison,False,False
73,tentacruel,tentacruel,1.6,55.0,80,70,65,80,120,100,water,poison,False,False
74,geodude,geodude,0.4,20.0,40,80,100,30,30,20,rock,ground,False,False
75,graveler,graveler,1.0,105.0,55,95,115,45,45,35,rock,ground,False,False
76,golem,golem,1.4,300.0,80,120,130,55,65,45,rock,ground,False,False
77,ponyta,ponyta,1.0,30.0,50,85,55,65,65,90,fire,,False,False
78,rapidash,rapidash,1.7,95.0,65,100,70,80,80,105,fire,,False,False
79,slowpoke,slowpoke,1.2,36.0,90,65,65,40,40,15,water,psychic,False,False
80,slowbro,slowbro,1.6,78.5,95,75,110,100,80,30,water,psychic,False,False
81,magnemite,magnemite,0.3,6.0,25,35,70,95,55,45,electric,steel,False,False
82,magneton,magneton,1.0,60.0,50,60,95,120,70,70,electric,steel,False,False
83,farfetchd,farfetchd,0.8,15.0,52,90,55,58,62,60,normal,flying,False,False
84,doduo,doduo,1.4,39.2,35,85,45,35,35,75,normal,flying,False,False
85,dodrio,dodrio,1.8,85.2,60,110,70,60,60,110,normal,flying,False,False
86,seel,seel,1.1,90.0,65,45,55,45,70,45,water,,False,False
87,dewgong,dewgong,1.7,120.0,90,70,80,70,95,70,water,ice,False,False
88,grimer,grimer,0.9,30.0,80,80,50,40,50,25,poison,,False,False
89,muk,muk,1.2,30.0,105,105,75,65,100,50,poison,,False,False
90,shellder,shellder,0.3,4.0,30,65,100,45,25,40,water,,False,False
91,cloyster,cloyster,1.5,132.5,50,95,180,85,45,70,water,ice,False,False
92,gastly,gastly,1.3,0.1,30,35,30,100,35,80,ghost,poison,False,False
93,haunter,haunter,1.6,0.1,45,50,45,115,55,95,ghost,poison,False,False
94,gengar,gengar,1.5,40.5,60,65,60,130,75,110,ghost,poison,False,False
95,onix,onix,8.8,210.0,35,45,160,30,45,70,rock,ground,False,False
96,drowzee,drowzee,1.0,32.4,60,48,45,43,90,42,psychic,,False,False
97,hypno,hypno,1.6,75.6,85,73,70,73,115,67,psychic,,False,False
98,krabby,krabby,0.4,6.5,30,105,90,25,25,50,water,,False,False
99,kingler,kingler,1.3,60.0,55,130,115,50,50,75,water,,False,False
100,voltorb,voltorb,0.5,10.4,40,30,50,55,55,100,electric,,False,False
101,electrode,electrode,1.2,66.6,60,50,70,80,80,150,electric,,False,False
102,exeggcute,exeggcute,0.4,2.5,60,40,80,60,45,40,grass,psychic,False,False
103,exeggutor,exeggutor,2.0,120.0,95,95,85,125,75,55,grass,psychic,False,False
104,cubone,cubone,0.4,6.5,50,50,95,40,50,35,ground,,False,False
105,marowak,marowak,1.0,45.0,60,80,110,50,80,45,ground,,False,False
106,hitmonlee,hitmonlee,1.5,49.8,50,120,53,35,110,87,fighting,,False,False
107,hitmonchan,hitmonchan,1.4,50.2,50,105,79,35,110,76,fighting,,False,False
108,lickitung,lickitung,1.2,65.5,90,55,75,60,75,30,normal,,False,False
109,koffing,koffing,0.6,1.0,40,65,95,60,45,35,poison,,False,False
110,weezing,weezing,1.2,9.5,65,90,120,85,70,60,poison,,False,False
111,rhyhorn,rhyhorn,1.0,115.0,80,85,95,30,30,25,ground,rock,False,False
112,rhydon,rhydon,1.9,120.0,105,130,120,45,45,40,ground,rock,False,False
113,chansey,chansey,1.1,34.6,250,5,5,35,105,50,normal,,False,False
114,tangela,tangela,1.0,35.0,65,55,115,100,40,60,grass,,False,False
115,kangaskhan,kangaskhan,2.2,80.0,105,95,80,40,80,90,normal,,False,False
116,horsea,horsea,0.4,8.0,30,40,70,70,25,60,water,,False,False
117,seadra,seadra,1.2,25.0,55,65,95,95,45,85,water,,False,False
118,goldeen,goldeen,0.6,15.0,45,67,60,35,50,63,water,,False,False
119,seaking,seaking,1.3,39.0,80,92,65,65,80,68,water,,False,False
120,staryu,staryu,0.8,34.5,30,45,55,70,55,85,water,,False,False
121,starmie,starmie,1.1,80.0,60,75,85,100,85,115,water,psychic,False,False
122,mr-mime,mr-mime,1.3,54.5,40,45,65,100,120,90,psychic,fairy,False,False
123,scyther,scyther,1.5,56.0,70,110,80,55,80,105,bug,flying,False,False
124,jynx,jynx,1.4,40.6,65,50,35,115,95,95,ice,psychic,False,False
125,electabuzz,electabuzz,1.1,30.0,65,83,57,95,85,105,electric,,False,False
126,magmar,magmar,1.3,44.5,65,95,57,100,85,93,fire,,False,False
127,pinsir,pinsir,1.5,55.0,65,125,100,55,70,85,bug,,False,False
128,tauros,tauros,1.4,88.4,75,100,95,40,70,110,normal,,False,False
129,magikarp,magikarp,0.9,10.0,20,10,55,15,20,80,water,,False,False
130,gyarados,gyarados,6.5,235.0,95,125,79,60,100,81,water,flying,False,False
131,lapras,lapras,2.5,220.0,130,85,80,85,95,60,water,ice,False,False
132,ditto,ditto,0.3,4.0,48,48,48,48,48,48,normal,,False,False
133,eevee,eevee,0.3,6.5,55,55,50,45,65,55,normal,,False,False
134,vaporeon,vaporeon,1.0,29.0,130,65,60,110,95,65,water,,False,False
135,jolteon,jolteon,0.8,24.5,65,65,60,110,95,130,electric,,False,False
136,flareon,flareon,0.9,25.0,65,130,60,95,110,65,fire,,False,False
137,porygon,porygon,0.8,36.5,65,60,70,85,75,40,normal,,False,False
138,omanyte,omanyte,0.4,7.5,35,40,100,90,55,35,rock,water,False,False
139,omastar,omastar,1.0,35.0,70,60,125,115,70,55,rock,water,False,False
140,kabuto,kabuto,0.5,11.5,30,80,90,55,45,55,rock,water,False,False
141,kabutops,kabutops,1.3,40.5,60,115,105,65,70,80,rock,water,False,False
142,aerodactyl,aerodactyl,1.8,59.0,80,105,65,60,75,130,rock,flying,False,False
143,snorlax,snorlax,2.1,460.0,160,110,65,65,110,30,normal,,False,False
144,articuno,articuno,1.7,55.4,90,85,100,95,125,85,ice,flying,True,False
145,zapdos,zapdos,1.6,52.6,90,90,85,125,90,100,electric,flying,True,False
146,moltres,moltres,2.0,60.0,90,100,90,125,85,90,fire,flying,True,False
147,dratini,dratini,1.8,3.3,41,64,45,50,50,50,dragon,,False,False
148,dragonair,dragonair,4.0,16.5,61,84,65,70,70,70,dragon,,False,False
149,dragonite,dragonite,2.2,210.0,91,134,95,100,100,80,dragon,flying,False,False
150,mewtwo,mewtwo,2.0,122.0,106,110,90,154,90,130,psychic,,True,False
151,mew,mew,0.4,4.0,100,100,100,100,100,100,psychic,,False,True
152,chikorita,chikorita,0.9,6.4,45,49,65,49,65,45,grass,,False,False
153,bayleef,bayleef,1.2,15.8,60,62,80,63,80,60,grass,,False,False
154,meganium,meganium,1.8,100.5,80,82,100,83,100,80,grass,,False,False
155,cyndaquil,cyndaquil,0.5,7.9,39,52,43,60,50,65,fire,,False,False
156,quilava,quilava,0.9,19.0,58,64,58,80,65,80,fire,,False,False
157,typhlosion,typhlosion,1.7,79.5,78,84,78,109,85,100,fire,,False,False
158,totodile,totodile,0.6,9.5,50,65,64,44,48,43,water,,False,False
159,croconaw,croconaw,1.1,25.0,65,80,80,59,63,58,water,,False,False
160,feraligatr,feraligatr,2.3,88.8,85,105,100,79,83,78,water,,False,False
161,sentret,sentret,0.8,6.0,35,46,34,35,45,20,normal,,False,False
162,furret,furret,1.8,32.5,85,76,64,45,55,90,normal,,False,False
163,hoothoot,hoothoot,0.7,21.2,60,30,30,36,56,50,normal,flying,False,False
164,noctowl,noctowl,1.6,40.8,100,50,50,86,96,70,normal,flying,False,False
165,ledyba,ledyba,1.0,10.8,40,20,30,40,80,55,bug,flying,False,False
166,ledian,ledian,1.4,35.6,55,35,50,55,110,85,bug,flying,False,False
167,spinarak,spinarak,0.5,8.5,40,60,40,40,40,30,bug,poison,False,False
168,ariados,ariados,1.1,33.5,70,90,70,60,70,40,bug,poison,False,False
169,crobat,crobat,1.8,75.0,85,90,80,70,80,130,poison,flying,False,False
170,chinchou,chinchou,0.5,12.0,75,38,38,56,56,67,water,electric,False,False
171,lanturn,lanturn,1.2,22.5,125,58,58,76,76,67,water,electric,False,False
172,pichu,pichu,0.3,2.0,20,40,15,35,35,60,electric,,False,False
173,cleffa,cleffa,0.3,3.0,50,25,28,45,55,15,fairy,,False,False
174,igglybuff,igglybuff,0.3,1.0,90,30,15,40,20,15,normal,fairy,False,False
175,togepi,togepi,0.3,1.5,35,20,65,40,65,20,fairy,,False,False
176,togetic,togetic,0.6,3.2,55,40,85,80,105,40,fairy,flying,False,False
177,natu,natu,0.2,2.0,40,50,45,70,45,70,psychic,flying,False,False
178,xatu,xatu,1.5,15.0,65,75,70,95,70,95,psychic,flying,False,False
179,mareep,mareep,0.6,7.8,55,40,40,65,45,35,electric,,False,False
180,flaaffy,flaaffy,0.8,13.3,70,55,55,80,60,45,electric,,False,False
181,ampharos,ampharos,1.4,61.5,90,75,85,115,90,55,electric,,False,False
182,bellossom,bellossom,0.4,5.8,75,80,95,90,100,50,grass,,False,False
183,marill,marill,0.4,8.5,70,20,50,20,50,40,water,fairy,False,False
184,azumarill,azumarill,0.8,28.5,100,50,80,60,80,50,water,fairy,False,False
185,sudowoodo,sudowoodo,1.2,38.0,70,100,115,30,65,30,rock,,False,False
186,politoed,politoed,1.1,33.9,90,75,75,90,100,70,water,,False,False
187,hoppip,hoppip,0.4,0.5,35,35,40,35,55,50,grass,flying,False,False
188,skiploom,skiploom,0.6,1.0,55,45,50,45,65,80,grass,flying,False,False
189,jumpluff,jumpluff,0.8,3.0,75,55,70,55,95,110,grass,flying,False,False
190,aipom,aipom,0.8,11.5,55,70,55,40,55,85,normal,,False,False
191,sunkern,sunkern,0.3,1.8,30,30,30,30,30,30,grass,,False,False
192,sunflora,sunflora,0.8,8.5,75,75,55,105,85,30,grass,,False,False
193,yanma,yanma,1.2,38.0,65,65,45,75,45,95,bug,flying,False,False
194,wooper,wooper,0.4,8.5,55,45,45,25,25,15,water,ground,False,False
195,quagsire,quagsire,1.4,75.0,95,85,85,65,65,35,water,ground,False,False
196,espeon,espeon,0.9,26.5,65,65,60,130,95,110,psychic,,False,False
197,umbreon,umbreon,1.0,27.0,95,65,110,60,130,65,dark,,False,False
198,murkrow,murkrow,0.5,2.1,60,85,42,85,42,91,dark,flying,False,False
199,slowking,slowking,2.0,79.5,95,75,80,100,110,30,water,psychic,False,False
200,misdreavus,misdreavus,0.7,1.0,60,60,60,85,85,85,ghost,,False,False
201,unown,unown,0.5,5.0,48,72,48,72,48,48,psychic,,False,False
202,wobbuffet,wobbuffet,1.3,28.5,190,33,58,33,58,33,psychic,,False,False
203,girafarig,girafarig,1.5,41.5,70,80,65,90,65,85,normal,psychic,False,False
204,pineco,pineco,0.6,7.2,50,65,90,35,35,15,bug,,False,False
205,forretress,forretress,1.2,125.8,75,90,140,60,60,40,bug,steel,False,False
206,dunsparce,dunsparce,1.5,14.0,100,70,70,65,65,45,normal,,False,False
207,gligar,gligar,1.1,64.8,65,75,105,35,65,85,ground,flying,False,False
208,steelix,steelix,9.2,400.0,75,85,200,55,65,30,steel,ground,False,False
209,snubbull,snubbull,0.6,7.8,60,80,50,40,40,30,fairy,,False,False
210,granbull,granbull,1.4,48.7,90,120,75,60,60,45,fairy,,False,False
211,qwilfish,qwilfish,0.5,3.9,65,95,85,55,55,85,water,poison,False,False
212,scizor,scizor,1.8,118.0,70,130,100,55,80,65,bug,steel,False,False
213,shuckle,shuckle,0.6,20.5,20,10,230,10,230,5,bug,rock,False,False
214,heracross,heracross,1.5,54.0,80,125,75,40,95,85,bug,fighting,False,False
215,sneasel,sneasel,0.9,28.0,55,95,55,35,75,115,dark,ice,False,False
216,teddiursa,teddiursa,0.6,8.8,60,80,50,50,50,40,normal,,False,False
217,ursaring,ursaring,1.8,125.8,90,130,75,75,75,55,normal,,False,False
218,slugma,slugma,0.7,35.0,40,40,40,70,40,20,fire,,False,False
219,magcargo,magcargo,0.8,55.0,60,50,120,90,80,30,fire,rock,False,False
220,swinub,swinub,0.4,6.5,50,50,40,30,30,50,ice,ground,False,False
221,piloswine,piloswine,1.1,55.8,100,100,80,60,60,50,ice,ground,False,False
222,corsola,corsola,0.6,5.0,65,55,95,65,95,35,water,rock,False,False
223,remoraid,remoraid,0.6,12.0,35,65,35,65,35,65,water,,False,False
224,octillery,octillery,0.9,28.5,75,105,75,105,75,45,water,,False,False
225,delibird,delibird,0.9,16.0,45,55,45,65,45,75,ice,flying,False,False
226,mantine,mantine,2.1,220.0,85,40,70,80,140,70,water,flying,False,False
227,skarmory,skarmory,1.7,50.5,65,80,140,40,70,70,steel,flying,False,False
228,houndour,houndour,0.6,10.8,45,60,30,80,50,65,dark,fire,False,False
229,houndoom,houndoom,1.4,35.0,75,90,50,110,80,95,dark,fire,False,False
230,kingdra,kingdra,1.8,152.0,75,95,95,95,95,85,water,dragon,False,False
231,phanpy,phanpy,0.5,33.5,90,60,60,40,40,40,ground,,False,False
232,donphan,donphan,1.1,120.0,90,120,120,60,60,50,ground,,False,False
233,porygon2,porygon2,0.6,32.5,85,80,90,105,95,60,normal,,False,False
234,stantler,stantler,1.4,71.2,73,95,62,85,65,85,normal,,False,False
235,smeargle,smeargle,1.2,58.0,55,20,35,20,45,75,normal,,False,False
236,tyrogue,tyrogue,0.7,21.0,35,35,35,35,35,35,fighting,,False,False
237,hitmontop,hitmontop,1.4,48.0,50,95,95,35,110,70,fighting,,False,False
238,smoochum,smoochum,0.4,6.0,45,30,15,85,65,65,ice,psychic,False,False
239,elekid,elekid,0.6,23.5,45,63,37,65,55,95,electric,,False,False
240,magby,magby,0.7,21.4,45,75,37,70,55,83,fire,,False,False
241,miltank,miltank,1.2,75.5,95,80,105,40,70,100,normal,,False,False
242,blissey,blissey,1.5,46.8,255,10,10,75,135,55,normal,,False,False
243,raikou,raikou,1.9,178.0,90,85,75,115,100,115,electric,,True,False
244,entei,entei,2.1,198.0,115,115,85,90,75,100,fire,,True,False
245,suicune,suicune,2.0,187.0,100,75,115,90,115,85,water,,True,False
246,larvitar,larvitar,0.6,72.0,50,64,50,45,50,41,rock,ground,False,False
247,pupitar,pupitar,1.2,152.0,70,84,70,65,70,51,rock,ground,False,False
248,tyranitar,tyranitar,2.0,202.0,100,134,110,95,100,61,rock,dark,False,False
249,lugia,lugia,5.2,216.0,106,90,130,90,154,110,psychic,flying,True,False
250,ho-oh,ho-oh,3.8,199.0,106,130,90,110,154,90,fire,flying,True,False
251,celebi,celebi,0.6,5.0,100,100,100,100,100,100,psychic,grass,False,True
252,treecko,treecko,0.5,5.0,40,45,35,65,55,70,grass,,False,False
253,grovyle,grovyle,0.9,21.6,50,65,45,85,65,95,grass,,False,False
254,sceptile,sceptile,1.7,52.2,70,85,65,105,85,120,grass,,False,False
255,torchic,torchic,0.4,2.5,45,60,40,70,50,45,fire,,False,False
256,combusken,combusken,0.9,19.5,60,85,60,85,60,55,fire,fighting,False,False
257,blaziken,blaziken,1.9,52.0,80,120,70,110,70,80,fire,fighting,False,False
258,mudkip,mudkip,0.4,7.6,50,70,50,50,50,40,water,,False,False
259,marshtomp,marshtomp,0.7,28.0,70,85,70,60,70,50,water,ground,False,False
260,swampert,swampert,1.5,81.9,100,110,90,85,90,60,water,ground,False,False
261,poochyena,poochyena,0.5,13.6,35,55,35,30,30,35,dark,,False,False
262,mightyena,mightyena,1.0,37.0,70,90,70,60,60,70,dark,,False,False
263,zigzagoon,zigzagoon,0.4,17.5,38,30,41,30,41,60,normal,,False,False
264,linoone,linoone,0.5,32.5,78,70,61,50,61,100,normal,,False,False
265,wurmple,wurmple,0.3,3.6,45,45,35,20,30,20,bug,,False,False
266,silcoon,silcoon,0.6,10.0,50,35,55,25,25,15,bug,,False,False
267,beautifly,beautifly,1.0,28.4,60,70,50,100,50,65,bug,flying,False,False
268,cascoon,cascoon,0.7,11.5,50,35,55,25,25,15,bug,,False,False
269,dustox,dustox,1.2,31.6,60,50,70,50,90,65,bug,poison,False,False
270,lotad,lotad,0.5,2.6,40,30,30,40,50,30,water,grass,False,False
271,lombre,lombre,1.2,32.5,60,50,50,60,70,50,water,grass,False,False
272,ludicolo,ludicolo,1.5,55.0,80,70,70,90,100,70,water,grass,False,False
273,seedot,seedot,0.5,4.0,40,40,50,30,30,30,grass,,False,False
274,nuzleaf,nuzleaf,1.0,28.0,70,70,40,60,40,60,grass,dark,False,False
275,shiftry,shiftry,1.3,59.6,90,100,60,90,60,80,grass,dark,False,False
276,taillow,taillow,0.3,2.3,40,55,30,30,30,85,normal,flying,False,False
277,swellow,swellow,0.7,19.8,60,85,60,75,50,125,normal,flying,False,False
278,wingull,wingull,0.6,9.5,40,30,30,55,30,85,water,flying,False,False
279,pelipper,pelipper,1.2,28.0,60,50,100,95,70,65,water,flying,False,False
280,ralts,ralts,0.4,6.6,28,25,25,45,35,40,psychic,fairy,False,False
281,kirlia,kirlia,0.8,20.2,38,35,35,65,55,50,psychic,fairy,False,False
282,gardevoir,gardevoir,1.6,48.4,68,65,65,125,115,80,psychic,fairy,False,False
283,surskit,surskit,0.5,1.7,40,30,32,50,52,65,bug,water,False,False
284,masquerain,masquerain,0.8,3.6,70,60,62,100,82,80,bug,flying,False,False
285,shroomish,shroomish,0.4,4.5,60,40,60,40,60,35,grass,,False,False
286,breloom,breloom,1.2,39.2,60,130,80,60,60,70,grass,fighting,False,False
287,slakoth,slakoth,0.8,24.0,60,60,60,35,35,30,normal,,False,False
288,vigoroth,vigoroth,1.4,46.5,80,80,80,55,55,90,normal,,False,False
289,slaking,slaking,2.0,130.5,150,160,100,95,65,100,normal,,False,False
290,nincada,nincada,0.5,5.5,31,45,90,30,30,40,bug,ground,False,False
291,ninjask,ninjask,0.8,12.0,61,90,45,50,50,160,bug,flying,False,False
292,shedinja,shedinja,0.8,1.2,1,90,45,30,30,40,bug,ghost,False,False
293,whismur,whismur,0.6,16.3,64,51,23,51,23,28,normal,,False,False
294,loudred,loudred,1.0,40.5,84,71,43,71,43,48,normal,,False,False
295,exploud,exploud,1.5,84.0,104,91,63,91,73,68,normal,,False,False
296,makuhita,makuhita,1.0,86.4,72,60,30,20,30,25,fighting,,False,False
297,hariyama,hariyama,2.3,253.8,144,120,60,40,60,50,fighting,,False,False
298,azurill,azurill,0.2,2.0,50,20,40,20,40,20,normal,fairy,False,False
299,nosepass,nosepass,1.0,97.0,30,45,135,45,90,30,rock,,False,False
300,skitty,skitty,0.6,11.0,50,45,45,35,35,50,normal,,False,False
301,delcatty,delcatty,1.1,32.6,70,65,65,55,55,90,normal,,False,False
302,sableye,sableye,0.5,11.0,50,75,75,65,65,50,dark,ghost,False,False
303,mawile,mawile,0.6,11.5,50,85,85,55,55,50,steel,fairy,False,False
304,aron,aron,0.4,60.0,50,70,100,40,40,30,steel,rock,False,False
305,lairon,lairon,0.9,120.0,60,90,140,50,50,40,steel,rock,False,False
306,aggron,aggron,2.1,360.0,70,110,180,60,60,50,steel,rock,False,False
307,meditite,meditite,0.6,11.2,30,40,55,40,55,60,fighting,psychic,False,False
308,medicham,medicham,1.3,31.5,60,60,75,60,75,80,fighting,psychic,False,False
309,electrike,electrike,0.6,15.2,40,45,40,65,40,65,electric,,False,False
310,manectric,manectric,1.5,40.2,70,75,60,105,60,105,electric,,False,False
311,plusle,plusle,0.4,4.2,60,50,40,85,75,95,electric,,False,False
312,minun,minun,0.4,4.2,60,40,50,75,85,95,electric,,False,False
313,volbeat,volbeat,0.7,17.7,65,73,75,47,85,85,bug,,False,False
314,illumise,illumise,0.6,17.7,65,47,75,73,85,85,bug,,False,False
315,roselia,roselia,0.3,2.0,50,60,45,100,80,65,grass,poison,False,False
316,gulpin,gulpin,0.4,10.3,70,43,53,43,53,40,poison,,False,False
317,swalot,swalot,1.7,80.0,100,73,83,73,83,55,poison,,False,False
318,carvanha,carvanha,0.8,20.8,45,90,20,65,20,65,water,dark,False,False
319,sharpedo,sharpedo,1.8,88.8,70,120,40,95,40,95,water,dark,False,False
320,wailmer,wailmer,2.0,130.0,130,70,35,70,35,60,water,,False,False
321,wailord,wailord,14.5,398.0,170,90,45,90,45,60,water,,False,False
322,numel,numel,0.7,24.0,60,60,40,65,45,35,fire,ground,False,False
323,camerupt,camerupt,1.9,220.0,70,100,70,105,75,40,fire,ground,False,False
324,torkoal,torkoal,0.5,80.4,70,85,140,85,70,20,fire,,False,False
325,spoink,spoink,0.7,30.6,60,25,35,70,80,60,psychic,,False,False
326,grumpig,grumpig,0.9,71.5,80,45,65,90,110,80,psychic,,False,False
327,spinda,spinda,1.1,5.0,60,60,60,60,60,60,normal,,False,False
328,trapinch,trapinch,0.7,15.0,45,100,45,45,45,10,ground,,False,False
329,vibrava,vibrava,1.1,15.3,50,70,50,50,50,70,ground,dragon,False,False
330,flygon,flygon,2.0,82.0,80,100,80,80,80,100,ground,dragon,False,False
331,cacnea,cacnea,0.4,51.3,50,85,40,85,40,35,grass,,False,False
332,cacturne,cacturne,1.3,77.4,70,115,60,115,60,55,grass,dark,False,False
333,swablu,swablu,0.4,1.2,45,40,60,40,75,50,normal,flying,False,False
334,altaria,altaria,1.1,20.6,75,70,90,70,105,80,dragon,flying,False,False
335,zangoose,zangoose,1.3,40.3,73,115,60,60,60,90,normal,,False,False
336,seviper,seviper,2.7,52.5,73,100,60,100,60,65,poison,,False,False
337,lunatone,lunatone,1.0,168.0,90,55,65,95,85,70,rock,psychic,False,False
338,solrock,solrock,1.2,154.0,90,95,85,55,65,70,rock,psychic,False,False
339,barboach,barboach,0.4,1.9,50,48,43,46,41,60,water,ground,False,False
340,whiscash,whiscash,0.9,23.6,110,78,73,76,71,60,water,ground,False,False
341,corphish,corphish,0.6,11.5,43,80,65,50,35,35,water,,False,False
342,crawdaunt,crawdaunt,1.1,32.8,63,120,85,90,55,55,water,dark,False,False
343,baltoy,baltoy,0.5,21.5,40,40,55,40,70,55,ground,psychic,False,False
